index,publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold,page_count,reviews,awards_and_recognition,format
199,1947.0,the pearl of the world,john steinbeck,eng,,3.41,133264,genre fiction,470.25,282.15,0.99,215,"amazon digital services,  inc.",475,,,,
200,1971.0,the exorcist,william peter blatty,en-us,,4.14,124467,genre fiction,1399.32,0.0,2.99,219,"amazon digital services,  inc.",468,,,,
201,2009.0,the short second life of bree tanner,stephenie meyer,eng,,3.51,145874,genre fiction,461.34,0.0,0.99,220,"amazon digital services,  inc.",466,,,,
202,1994.0,snow falling on cedars,david guterson,eng,,3.8,131945,genre fiction,1393.34,0.0,2.99,220,"amazon digital services,  inc.",466,,,,
203,1976.0,roots,alex haley,en-us,,4.42,118951,genre fiction,460.35,276.21,0.99,221,macmillan,465,,,,
204,1988.0,batman: the killing joke,"alan moore, brian bolland, tim sale",eng,,4.36,113855,genre fiction,455.4,273.24,0.99,224,random house llc,460,,,,
205,1952.0,invisible man,ralph ellison,eng,,3.84,123073,genre fiction,455.4,0.0,0.99,224,"amazon digital services,  inc.",460,,,,
206,2007.0,a long way gone. memoirs of a boy soldier,ishmael beah,en-us,,4.14,116260,genre fiction,3643.44,0.0,7.99,226,"amazon digital services,  inc.",456,,,,
207,1971.0,mrs. frisby and the rats of nimh,robert c. o'brien,unknown,,4.13,135978,genre fiction,1815.45,1089.27,3.99,227,"amazon digital services,  inc.",455,,,,
208,1982.0,different seasons,stephen king,eng,,4.34,105961,genre fiction,5000.45,3000.27,10.99,227,simon and schuster digital sales inc,455,,,,
209,1953.0,the little house collection,"laura ingalls wilder, garth williams",unknown,,4.33,124320,genre fiction,5195.91,3117.546,11.47,228,random house llc,453,,,,
210,1998.0,the girls' guide to hunting and fishing,melissa bank,unknown,,3.29,113977,nonfiction,448.47,0.0,0.99,228,"amazon digital services,  inc.",453,,,,
211,2012.0,wool omnibus,hugh howey,eng,,4.24,81982,genre fiction,2250.49,1350.294,4.99,229,penguin group (usa) llc,451,,,,
212,2002.0,"lamb: the gospel according to biff, christ's childhood pal",christopher moore,en-us,,4.26,118576,genre fiction,4792.5,2875.5,10.65,230,random house llc,450,,,,
213,1997.0,the power of now,eckhart tolle,eng,,4.1,104549,genre fiction,4771.2,2862.72,10.65,231,penguin group (usa) llc,448,,,,
214,2012.0,let's pretend this never happened (a mostly true memoir),jenny  lawson,eng,,3.9,118475,genre fiction,443.52,266.112,0.99,231,"amazon digital services,  inc.",448,,,,
215,2006.0,the lies of locke lamora,scott lynch,eng,,4.3,118751,genre fiction,1324.57,794.742,2.99,234,simon and schuster digital sales inc,443,,,,
216,1995.0,sabriel,garth nix,en-us,,4.17,137047,genre fiction,8811.18,5286.708,19.98,235,random house llc,441,,,,
217,2009.0,dead and gone,charlaine harris,eng,,4.01,145157,genre fiction,2175.64,1305.384,4.99,238,random house llc,436,,,,
218,2013.0,the storyteller,jodi picoult,eng,,4.26,109313,genre fiction,430.65,0.0,0.99,239,"amazon digital services,  inc.",435,,,,
219,2011.0,obsidian,jennifer l. armentrout,eng,,4.23,164832,genre fiction,5191.67,3115.002,11.99,240,penguin group (usa) llc,433,,,,
220,1982.0,"life, the universe and everything",douglas adams,eng,,4.19,131562,genre fiction,2593.67,1556.202,5.99,240,hachette book group,433,,,,
221,2013.0,crown of midnight,sarah j. maas,en-ca,,4.49,160485,genre fiction,426.69,256.014,0.99,241,"amazon digital services,  inc.",431,,,,
222,2004.0,"scott pilgrim, volume 1: scott pilgrim's precious little life",bryan lee o'malley,eng,,4.18,126864,genre fiction,425.7,255.42,0.99,242,random house llc,430,,,,
223,2008.0,half broke horses: a true life novel,jeannette walls,eng,,4.05,110597,genre fiction,5107.74,3064.644,11.99,244,penguin group (usa) llc,426,,,,
224,1987.0,mort,terry pratchett,eng,,4.22,128450,genre fiction,3821.22,2292.732,8.97,244,"amazon digital services,  inc.",426,,,,
225,2010.0,"the iron king (the iron fey, #1)",julie kagawa,eng,,3.92,158063,genre fiction,420.75,252.45,0.99,245,macmillan,425,,,,
226,1985.0,lonesome dove,larry mcmurtry,en-us,,4.47,111498,genre fiction,1687.77,0.0,3.99,246,"amazon digital services,  inc.",423,,,,
227,2003.0,stiff: the curious lives of human cadavers,mary roach,eng,,4.05,122502,nonfiction,4473.0,2683.8,10.65,248,random house llc,420,,,,
228,2011.0,bloodlines,richelle mead,en-us,,4.22,140599,genre fiction,413.82,248.292,0.99,249,macmillan,418,,,,
229,1998.0,ender's shadow,orson scott card,eng,,4.3,115521,nonfiction,411.84,0.0,0.99,250,"amazon digital services,  inc.",416,,,,
230,2009.0,twenties girl,sophie kinsella,eng,,3.82,119105,genre fiction,2070.85,1242.51,4.99,251,random house llc,415,,,,
231,1982.0,schindler's ark,thomas keneally,eng,,4.34,108338,genre fiction,2537.9,1522.74,6.19,254,"amazon digital services,  inc.",410,,,,
232,1970.0,the bluest eye,toni morrison,eng,,3.99,109944,genre fiction,1219.92,0.0,2.99,255,"amazon digital services,  inc.",408,,,,
233,2009.0,the white queen,philippa gregory,eng,,3.9,119739,genre fiction,1685.04,1011.024,4.13,255,"amazon digital services,  inc.",408,,,,
234,1965.0,the autobiography of malcolm x,"malcolm x, alex haley",eng,,4.29,124805,nonfiction,2025.94,1215.564,4.99,256,random house llc,406,,,,
235,1989.0,preludes & nocturnes,"neil gaiman, sam kieth, mike dringenberg, malcolm jones iii, todd klein, karen  berger",eng,,4.3,122540,nonfiction,2251.8,1351.08,5.56,257,"amazon digital services,  inc.",405,,,,
236,1999.0,seabiscuit,laura hillenbrand,en-us,,4.2,111497,genre fiction,1007.5,604.5,2.5,258,harpercollins publishers,403,,,,
237,2003.0,shutter island,dennis lehane,eng,,4.07,113718,genre fiction,4270.65,2562.39,10.65,259,penguin group (usa) llc,401,,,,
238,1894.0,the complete sherlock holmes,arthur conan doyle,eng,,4.5,109754,genre fiction,3180.02,1908.012,7.99,261,penguin group (usa) llc,398,,,,
239,1599.0,the tragedy of julius caesar,"william shakespeare, roma gill",eng,,3.65,119933,genre fiction,392.04,235.224,0.99,262,"amazon digital services,  inc.",396,,,,
240,2011.0,"in the garden of beasts: love, terror, and an american family in hitler's berlin",erik larson,eng,,3.81,110481,genre fiction,392.04,235.224,0.99,262,"amazon digital services,  inc.",396,,,,
242,1593.0,the taming of the shrew,william shakespeare,en-us,,3.81,126318,nonfiction,2726.1,1635.66,6.99,266,hachette book group,390,,,,
243,2014.0,cress,marissa meyer,eng,,4.46,162069,nonfiction,1154.14,692.484,2.99,268,macmillan,386,,,,
244,2010.0,just kids,patti smith,en-us,,4.14,106542,genre fiction,766.15,459.69,1.99,269,random house llc,385,,,,
245,1997.0,unknown,phaidon press,eng,,3.79,102746,genre fiction,3060.17,1836.102,7.99,270,penguin group (usa) llc,383,,,,
246,2001.0,jemima j,jane green,en-us,,3.62,101436,genre fiction,758.19,0.0,1.99,271,"amazon digital services,  inc.",381,,,,
247,1831.0,notre-dame de paris,"victor hugo, walter j. cobb",eng,,3.97,119851,nonfiction,3013.71,1808.226,7.91,271,"amazon digital services,  inc.",381,,,,
248,1996.0,a fine balance,rohinton mistry,eng,,4.34,99252,genre fiction,1136.2,681.72,2.99,272,simon and schuster digital sales inc,380,,,,
249,1987.0,calvin and hobbes,"bill watterson, g.b. trudeau",en-us,,4.61,117788,nonfiction,1886.22,1131.732,4.99,273,penguin group (usa) llc,378,,,,
250,2006.0,specials,scott westerfeld,eng,,3.77,139168,genre fiction,1124.24,674.544,2.99,274,"amazon digital services,  inc.",376,,,,
251,1899.0,the awakening,kate chopin,eng,,3.63,125474,genre fiction,371.25,0.0,0.99,275,"amazon digital services,  inc.",375,,,,
252,2009.0,hunted,"p.c. cast, kristin cast",eng,,3.93,138103,genre fiction,1871.25,1122.75,4.99,275,random house llc,375,,,,
253,2006.0,for one more day,mitch albom,en-us,,4.09,102193,genre fiction,1488.27,0.0,3.99,276,"amazon digital services,  inc.",373,,,,
254,1989.0,clear and present danger,tom clancy,eng,,4.08,105317,genre fiction,1115.27,669.162,2.99,276,hachette book group,373,,,,
255,1996.0,falling up,shel silverstein,en-us,,4.33,111779,genre fiction,366.3,0.0,0.99,278,"amazon digital services,  inc.",370,,,,
256,2010.0,sh*t my dad says,justin halpern,unknown,,3.98,102560,nonfiction,2775.0,1665.0,7.5,278,hachette book group,370,,,,
257,1993.0,trainspotting,"irvine welsh, eric lindor fall",fre,,4.07,59453,genre fiction,1100.32,660.192,2.99,279,random house llc,368,,,,
258,1952.0,foundation and empire,isaac asimov,eng,,4.2,105595,genre fiction,1094.34,0.0,2.99,280,"amazon digital services,  inc.",366,,,,
259,1997.0,"the four agreements: a practical guide to personal freedom, a toltec wisdom book",miguel ruiz,unknown,,4.12,97016,genre fiction,4388.34,2633.004,11.99,280,penguin group (usa) llc,366,,,,
260,2010.0,house rules,jodi picoult,en-us,,4.01,111239,nonfiction,4084.35,2450.61,11.19,281,harpercollins publishers,365,,,,
262,1967.0,from the mixed-up files of mrs. basil e. frankweiler,e.l. konigsburg,eng,,4.15,134537,genre fiction,1085.37,651.222,2.99,282,"amazon digital services,  inc.",363,,,,
263,2013.0,doctor sleep,stephen king,eng,,4.1,95276,genre fiction,357.39,214.434,0.99,283,"amazon digital services,  inc.",361,,,,
264,1998.0,about a boy,nick hornby,en-us,,3.79,101999,genre fiction,1079.39,647.634,2.99,283,penguin group (usa) llc,361,,,,
265,2012.0,on dublin street,samantha young,eng,,4.24,136761,nonfiction,3905.78,2343.468,10.91,285,random house llc,358,,,,
266,2008.0,crazy love: overwhelmed by a relentless god,"francis chan, danae yankoski, chris tomlin",eng,,4.15,106351,genre fiction,1064.44,638.664,2.99,286,macmillan,356,,,,
267,1960.0,"one fish, two fish, red fish, blue fish",dr. seuss,unknown,,4.12,117582,nonfiction,706.45,423.87,1.99,287,simon and schuster digital sales inc,355,,,,
268,1987.0,watchers,dean koontz,unknown,,4.16,109595,genre fiction,1049.49,0.0,2.99,289,"amazon digital services,  inc.",351,,,,
269,1902.0,the story of my life,helen keller,eng,,4.07,107313,nonfiction,347.49,208.494,0.99,289,"amazon digital services,  inc.",351,,,,
270,2009.0,this is where i leave you,jonathan tropper,eng,,3.88,98645,genre fiction,346.5,0.0,0.99,290,"amazon digital services,  inc.",350,,,,
271,2010.0,abraham lincoln: vampire hunter,seth grahame-smith,en-us,,3.7,106336,genre fiction,344.52,0.0,0.99,291,"amazon digital services,  inc.",348,,,,
273,1623.0,the tempest,william shakespeare,en-us,,3.8,125178,genre fiction,1025.57,0.0,2.99,294,"amazon digital services,  inc.",343,,,,
274,2010.0,burned: a house of night novel,"p.c. cast, kristin cast",eng,,3.98,120763,genre fiction,1019.59,0.0,2.99,295,"amazon digital services,  inc.",341,,,,
275,1997.0,wizard and glass,"stephen king, dave mckean",eng,,4.24,105026,fiction,1019.59,611.754,2.99,295,simon and schuster digital sales inc,341,,,,
276,2013.0,the circle,dave eggers,eng,,3.46,109412,genre fiction,3872.6,2323.56,11.39,296,penguin group (usa) llc,340,,,,
277,2007.0,the invention of hugo cabret,brian selznick,eng,,4.23,132159,genre fiction,1686.62,0.0,4.99,297,"amazon digital services,  inc.",338,,,,
278,1932.0,brave new world/brave new world revisited,"aldous huxley, christopher hitchens",eng,,4.16,108124,genre fiction,1676.64,0.0,4.99,298,"amazon digital services,  inc.",336,,,,
280,2014.0,the good girl,mary kubica,eng,,3.81,100936,genre fiction,2620.72,1572.432,7.99,303,random house llc,328,,,,
281,2012.0,"fallen too far (too far, #1)",abbi glines,eng,,4.21,138871,genre fiction,2875.32,1725.192,8.82,304,penguin group (usa) llc,326,,,,
282,2014.0,landline,rainbow rowell,eng,,3.55,113805,genre fiction,1300.74,0.0,3.99,304,"amazon digital services,  inc.",326,,,,
283,2008.0,tempted,"p.c. cast, kristin cast",eng,,3.96,127387,fiction,2759.25,1655.55,8.49,305,harpercollins publishers,325,,,,
284,2005.0,no country for old men,cormac mccarthy,eng,,4.12,100513,genre fiction,1611.77,967.062,4.99,306,simon and schuster digital sales inc,323,,,,
285,2009.0,wolf hall,hilary mantel,eng,,3.85,102936,genre fiction,2468.49,1481.094,7.69,307,penguin group (usa) llc,321,,,,
286,1986.0,howl's moving castle,diana wynne jones,eng,,4.3,123945,genre fiction,950.82,0.0,2.99,309,"amazon digital services,  inc.",318,,,,
287,2001.0,dreamcatcher,"stephen king, william olivier desmond",fre,,3.59,115855,genre fiction,1576.84,0.0,4.99,310,"amazon digital services,  inc.",316,,,,
288,1854.0,walden; or life in the woods,henry david thoreau,eng,,3.79,108062,nonfiction,2044.35,1226.61,6.49,311,random house llc,315,,,,
289,1989.0,the remains of the day,kazuo ishiguro,eng,,4.1,105892,nonfiction,1874.87,1124.922,5.99,312,random house llc,313,,,,
290,2010.0,the best of me,nicholas sparks,en-us,,3.91,103915,genre fiction,307.89,184.734,0.99,313,"amazon digital services,  inc.",311,,,,
291,2011.0,the sense of an ending,julian barnes,eng,,3.7,94968,genre fiction,306.9,0.0,0.99,314,"amazon digital services,  inc.",310,,,,
292,1982.0,a is for alibi,sue grafton,en-us,,3.82,116026,genre fiction,616.9,370.14,1.99,314,"amazon digital services,  inc.",310,,,,
294,2009.0,shanghai girls,lisa see,eng,,3.87,106729,nonfiction,2152.92,1291.752,6.99,315,penguin group (usa) llc,308,,,,
295,1908.0,the wind in the willows,"kenneth grahame, gillian avery",eng,,3.98,124612,genre fiction,10327.3,6196.38,33.86,317,penguin group (usa) llc,305,,,,
296,2014.0,to all the boys i've loved before,jenny han,eng,,4.11,136938,nonfiction,598.99,0.0,1.99,319,"amazon digital services,  inc.",301,,,,
297,2000.0,persepolis,"marjane satrapi, mattias ripa",eng,,4.23,117103,genre fiction,1487.02,892.212,4.99,321,random house llc,298,,,,
298,1908.0,a room with a view,e.m. forster,eng,,3.91,109994,genre fiction,891.02,0.0,2.99,321,"amazon digital services,  inc.",298,,,,
299,2010.0,the duff: designated ugly fat friend,kody keplinger,en-us,,3.86,136736,genre fiction,1181.04,0.0,3.99,322,"amazon digital services,  inc.",296,,,,
300,2008.0,lock and key,sarah dessen,eng,,4.01,120475,nonfiction,885.04,531.024,2.99,322,"amazon digital services,  inc.",296,,,,
301,1995.0,naked in death,j.d. robb,en-us,,4.13,78028,genre fiction,1772.95,1063.77,6.01,323,harpercollins publishers,295,,,,
302,1994.0,the chamber,john grisham,eng,,3.76,102715,genre fiction,292.05,0.0,0.99,323,"amazon digital services,  inc.",295,,,,
303,2008.0,midnight sun (partial draft),stephenie meyer,eng,,4.03,138118,genre fiction,290.07,0.0,0.99,324,"amazon digital services,  inc.",293,,,,
305,2012.0,the unlikely pilgrimage of harold fry,rachel joyce,eng,,3.89,94012,genre fiction,3694.6,2216.76,12.74,326,hachette book group,290,,,,
306,2012.0,every day,david levithan,eng,,3.99,121863,genre fiction,1149.12,689.472,3.99,327,"amazon digital services,  inc.",288,,,,
307,1991.0,xenocide,orson scott card,eng,,3.77,104467,genre fiction,1707.15,1024.29,5.99,329,simon and schuster digital sales inc,285,,,,
308,1596.0,the merchant of venice,"william shakespeare, robert          jackson, barbara a. mowat, paul werstine",eng,,3.78,115621,genre fiction,427.5,0.0,1.5,329,"amazon digital services,  inc.",285,,,,
310,2006.0,"lover awakened (black dagger brotherhood, #3)",j.r. ward,eng,,4.45,134249,genre fiction,1412.17,847.302,4.99,330,simon and schuster digital sales inc,283,,,,
311,2015.0,a court of thorns and roses,sarah j. maas,eng,,4.29,167848,nonfiction,3650.19,2190.114,12.99,331,"amazon digital services,  inc.",281,,,,
312,2012.0,unknown,e.l. james,unknown,,4.13,76876,genre fiction,1387.22,0.0,4.99,333,"amazon digital services,  inc.",278,,,,
313,1989.0,chicka chicka boom boom,"bill martin jr., john archambault, lois ehlert",eng,,4.21,105192,fiction,1097.25,658.35,3.99,335,simon and schuster digital sales inc,275,,,,
314,2009.0,smile,raina telgemeier,eng,,4.19,98628,genre fiction,2618.07,1570.842,9.59,336,harpercollins publishers,273,,,,
315,1950.0,animal farm & 1984,"george orwell, christopher hitchens",eng,,4.26,116197,genre fiction,267.3,0.0,0.99,338,"amazon digital services,  inc.",270,,,,
316,1996.0,the deep end of the ocean,jacquelyn mitchard,en-us,,3.84,102733,genre fiction,267.3,0.0,0.99,338,"amazon digital services,  inc.",270,,,,
317,2001.0,the bonesetter's daughter,amy tan,en-us,,3.98,99926,nonfiction,263.34,0.0,0.99,340,"amazon digital services,  inc.",266,,,,
318,1999.0,"angus, thongs and full-frontal snogging",louise rennison,eng,,3.74,112733,genre fiction,997.5,0.0,3.75,340,"amazon digital services,  inc.",266,,,,
319,2012.0,mr. penumbra's 24-hour bookstore,robin sloan,eng,,3.75,110552,genre fiction,1719.85,1031.91,6.49,341,hachette book group,265,,,,
320,1979.0,flowers in the attic,v.c. andrews,eng,,3.79,109063,children,1877.82,1126.692,7.14,342,"amazon digital services,  inc.",263,,,,
321,2016.0,when breath becomes air,"paul kalanithi, abraham verghese",eng,,4.32,116771,genre fiction,1041.39,0.0,3.99,343,"amazon digital services,  inc.",261,,,,
322,1990.0,maniac magee,jerry spinelli,eng,,3.86,99831,genre fiction,777.4,0.0,2.99,344,"amazon digital services,  inc.",260,,,,
323,1999.0,invisible monsters,chuck palahniuk,eng,,4.0,54937,genre fiction,771.42,462.852,2.99,345,simon and schuster digital sales inc,258,,,,
324,1601.0,"twelfth night; or, what you will",william shakespeare,eng,,3.97,119607,genre fiction,1527.45,916.47,5.99,347,penguin group (usa) llc,255,,,,
325,2000.0,gathering blue,lois lowry,eng,,3.8,114917,genre fiction,997.5,0.0,3.99,350,"amazon digital services,  inc.",250,,,,
326,1978.0,the westing game,ellen raskin,eng,,4.03,117108,genre fiction,997.5,598.5,3.99,350,"amazon digital services,  inc.",250,,,,
327,2014.0,red rising,pierce brown,eng,,4.26,104939,genre fiction,246.51,147.906,0.99,351,"amazon digital services,  inc.",249,,,,
328,2008.0,the way of shadows,brent weeks,en-us,,4.15,109236,genre fiction,744.51,446.706,2.99,351,random house llc,249,,,,
329,1988.0,the bean trees,barbara kingsolver,eng,,3.94,105032,children,1635.93,981.558,6.57,352,"amazon digital services,  inc.",249,,,,
330,2013.0,walking disaster,jamie mcguire,eng,,4.23,134022,genre fiction,3221.52,0.0,12.99,353,"amazon digital services,  inc.",248,,,,
331,2014.0,words of radiance,brandon sanderson,eng,,4.77,73572,genre fiction,741.52,444.912,2.99,354,harpercollins publishers,248,,,,
332,1988.0,guess how much i love you,"sam mcbratney, anita jeram",en-us,,4.36,104690,genre fiction,738.53,0.0,2.99,355,"amazon digital services,  inc.",247,,,,
333,2001.0,the fiery cross,diana gabaldon,eng,,4.26,103552,genre fiction,1141.14,684.684,4.62,356,penguin group (usa) llc,247,,,,
334,1978.0,night shift,"stephen king, john d. macdonald",en-gb,,3.96,104248,genre fiction,244.53,146.718,0.99,356,"amazon digital services,  inc.",247,,,,
335,1974.0,jaws,peter benchley,eng,,3.96,102574,genre fiction,1227.54,736.524,4.99,357,simon and schuster digital sales inc,246,,,,
336,2005.0,the history of love,nicole krauss,eng,,3.91,98379,genre fiction,977.55,0.0,3.99,359,"amazon digital services,  inc.",245,,,,
339,2005.0,team of rivals: the political genius of abraham lincoln,"doris kearns goodwin, suzanne toren",eng,,4.3,102923,genre fiction,726.57,435.942,2.99,364,"amazon digital services,  inc.",243,,,,
340,2010.0,dead in the family,charlaine harris,en-us,,3.88,127379,genre fiction,1494.45,896.67,6.15,364,"amazon digital services,  inc.",243,,,,
341,1947.0,la peste,"albert camus, stuart gilbert",en-us,,3.97,95803,genre fiction,965.58,0.0,3.99,366,"amazon digital services,  inc.",242,,,,
342,1999.0,the reptile room,"lemony snicket, brett helquist",eng,,3.95,130213,genre fiction,1202.59,721.554,4.99,367,simon and schuster digital sales inc,241,,,,
343,2012.0,brain on fire,susannah cahalan,eng,,4.0,92849,genre fiction,2566.65,1539.99,10.65,368,hachette book group,241,,,,
344,2007.0,wicked lovely,melissa marr,en-us,,3.69,131034,genre fiction,1197.6,718.56,4.99,370,simon and schuster digital sales inc,240,,,,
345,1941.0,curious george,h.a. rey,en-ca,,4.13,105473,genre fiction,236.61,141.966,0.99,371,"amazon digital services,  inc.",239,,,,
346,1979.0,die unendliche geschichte,"michael ende, ralph manheim, roswitha quadflieg",eng,,4.17,109110,genre fiction,953.61,0.0,3.99,372,"amazon digital services,  inc.",239,,,,
347,1998.0,a beautiful mind,sylvia nasar,en-gb,,4.12,98276,genre fiction,1544.62,926.772,6.49,373,random house llc,238,,,,
348,1906.0,the jungle,"upton sinclair, earl lee, kathleen degrave",eng,,3.72,97468,genre fiction,1419.63,851.778,5.99,375,random house llc,237,,,,
349,2008.0,the summoning,kelley armstrong,en-us,,4.03,132285,genre fiction,471.63,0.0,1.99,376,"amazon digital services,  inc.",237,,,,
350,1985.0,the man who mistook his wife for a hat and other clinical tales,oliver sacks,en-us,,4.04,102419,nonfiction,1182.63,709.578,4.99,376,random house llc,237,,,,
351,1978.0,storm island,ken follett,en-us,,4.16,93475,fiction,708.63,0.0,2.99,376,"amazon digital services,  inc.",237,,,,
352,2000.0,the blind assassin,margaret atwood,eng,,3.95,98464,nonfiction,1885.64,1131.384,7.99,378,harpercollins christian publishing,236,,,,
353,2014.0,hollow city,ransom riggs,eng,,4.07,73149,genre fiction,1642.65,985.59,6.99,380,penguin group (usa) llc,235,,,,
354,1999.0,house of sand and fog,andre dubus iii,eng,,3.83,55381,genre fiction,933.66,560.196,3.99,381,"amazon digital services,  inc.",234,,,,
355,2014.0,the girl with all the gifts,m.r. carey,eng,,3.93,99729,genre fiction,463.67,278.202,1.99,383,simon and schuster digital sales inc,233,,,,
356,1930.0,as i lay dying,william faulkner,eng,,3.72,103547,nonfiction,461.68,277.008,1.99,385,harpercollins publishers,6264,,,,
357,1955.0,harold and the purple crayon,crockett johnson,eng,,4.24,107221,genre fiction,925.68,0.0,3.99,385,"amazon digital services,  inc.",6264,,,,
358,2006.0,"lover eternal (black dagger brotherhood, #2)",j.r. ward,eng,,4.35,137558,nonfiction,2460.15,1476.09,10.65,387,random house llc,6237,,,,
359,1953.0,unknown,isaac asimov,eng,,4.23,96865,nonfiction,690.69,414.414,2.99,388,harpercollins publishers,6237,,,,
360,2001.0,fool moon,jim butcher,eng,,4.04,111371,genre fiction,687.7,412.62,2.99,389,macmillan,6210,,,,
361,2011.0,david and goliath,malcolm gladwell,eng,,3.9,90083,nonfiction,2509.3,1505.58,10.91,389,random house llc,6210,,,,
363,1989.0,guards! guards!,terry pratchett,eng,,4.32,108652,genre fiction,1142.71,0.0,4.99,392,"amazon digital services,  inc.",6183,,,,
364,2005.0,the year of magical thinking,joan didion,eng,,3.86,94590,genre fiction,909.72,0.0,3.99,393,"amazon digital services,  inc.",6156,,,,
365,2003.0,we need to talk about kevin,lionel shriver,eng,,4.07,101343,genre fiction,5902.92,3541.752,25.89,393,harpercollins publishers,6156,,,,
366,1973.0,rendezvous with rama,arthur c. clarke,eng,,4.06,93151,genre fiction,1468.69,881.214,6.47,395,"amazon digital services,  inc.",6129,,,,
367,1988.0,the queen of the damned,anne rice,eng,,3.86,110693,genre fiction,223.74,134.244,0.99,397,"amazon digital services,  inc.",6102,,,,
368,1920.0,the age of innocence,"edith wharton, maureen howard",eng,,3.93,102646,genre fiction,1188.76,713.256,5.26,398,"amazon digital services,  inc.",6102,,,,
369,1976.0,the selfish gene,richard dawkins,eng,,4.11,96564,genre fiction,897.75,538.65,3.99,400,"amazon digital services,  inc.",6075,,,,
370,2001.0,year of wonders: a novel of the plague,geraldine brooks,eng,,4.0,104283,genre fiction,221.76,0.0,0.99,401,"amazon digital services,  inc.",6048,,,,
371,1992.0,the black echo,michael connelly,eng,,4.08,98591,nonfiction,1274.56,764.736,5.69,401,"amazon digital services,  inc.",6048,,,,
372,1938.0,anthem,ayn rand,eng,,3.62,95620,genre fiction,1112.77,0.0,4.99,403,"amazon digital services,  inc.",6021,,,,
373,2011.0,gabriel's inferno,sylvain reynard,eng,,4.02,119633,genre fiction,1781.77,1069.062,7.99,404,penguin group (usa) llc,6021,,,,
374,1978.0,cloudy with a chance of meatballs,"judi barrett, ron barrett",eng,,4.15,104677,genre fiction,1662.78,997.668,7.49,406,penguin group (usa) llc,5994,,,,
375,2010.0,major pettigrew's last stand,helen simonson,eng,,3.87,97745,genre fiction,660.79,396.474,2.99,408,simon and schuster digital sales inc,5967,,,,
376,2009.0,vision in white,nora roberts,eng,,4.1,103933,genre fiction,437.8,262.68,1.99,409,random house llc,5940,,,,
377,2006.0,the tenth circle,jodi picoult,eng,,3.48,99170,genre fiction,3955.6,2373.36,17.98,409,"amazon digital services,  inc.",5940,,,,
378,2011.0,the throne of fire,rick riordan,eng,,4.2,116360,nonfiction,2067.36,1240.416,9.44,411,"amazon digital services,  inc.",5913,,,,
379,2005.0,old man's war,john scalzi,eng,,4.23,97653,genre fiction,1311.81,787.086,5.99,412,macmillan,5913,,,,
380,1992.0,gerald's game,stephen king,eng,,3.47,100158,fiction,433.82,260.292,1.99,413,"amazon digital services,  inc.",5886,,,,
381,1996.0,two for the dough,janet evanovich,eng,,4.11,116171,nonfiction,2177.82,1306.692,9.99,414,"amazon digital services,  inc.",5886,,,,
382,1931.0,the joy of cooking,"irma s. rombauer, marion rombauer becker, ethan becker",unknown,,4.14,102348,fiction,1864.03,1118.418,8.59,415,hachette book group,5859,,,,
383,1974.0,the forever war,joe haldeman,eng,,4.15,87636,genre fiction,214.83,128.898,0.99,416,"amazon digital services,  inc.",5859,,,,
384,1994.0,insomnia,"stephen king, bettina blanch tyroller",spa,,3.79,100972,genre fiction,2311.05,1386.63,10.65,416,random house llc,5859,,,,
385,2003.0,reading lolita in tehran: a memoir in books,azar nafisi,eng,,3.57,94696,genre fiction,1072.85,0.0,4.99,419,"amazon digital services,  inc.",5805,,,,
386,2006.0,the blade itself,joe abercrombie,eng,,4.14,97501,genre fiction,1717.85,1030.71,7.99,419,random house llc,5805,,,,
387,2002.0,the arctic incident,eoin colfer,eng,,3.94,108031,nonfiction,642.85,385.71,2.99,420,"amazon digital services,  inc.",5805,,,,
388,1993.0,the shipping news,annie proulx,eng,,3.83,103151,genre fiction,1281.86,0.0,5.99,421,"amazon digital services,  inc.",5778,,,,
392,2007.0,the alchemyst: the secrets of the immortal nicholas flamel,michael scott,eng,,3.84,58396,genre fiction,1693.88,1016.328,7.99,425,penguin group (usa) llc,5724,,,,
393,2011.0,the marriage plot,jeffrey eugenides,eng,,3.42,90551,genre fiction,1080.32,648.192,5.12,427,random house llc,5697,,,,
394,1998.0,hija de la fortuna,"isabel allende, margaret sayers peden",eng,,3.89,89770,genre fiction,630.89,0.0,2.99,428,"amazon digital services,  inc.",5697,,,,
395,2015.0,luckiest girl alive,jessica knoll,eng,,3.48,82504,genre fiction,2007.6,1204.56,9.56,430,simon and schuster digital sales inc,5670,,,,
396,2004.0,"crank (crank, #1)",ellen hopkins,eng,,4.16,104168,genre fiction,833.91,0.0,3.99,431,"amazon digital services,  inc.",5643,,,,
397,2012.0,the raven boys,maggie stiefvater,eng,,4.05,121727,nonfiction,206.91,124.146,0.99,432,"amazon digital services,  inc.",5643,,,,
398,1954.0,i am legend and other stories,richard matheson,eng,,3.99,98795,genre fiction,621.92,0.0,2.99,433,"amazon digital services,  inc.",5616,,,,
399,2008.0,olive kitteridge,elizabeth strout,eng,,3.78,85019,genre fiction,205.92,0.0,0.99,433,"amazon digital services,  inc.",5616,,,,
400,2014.0,not that kind of girl,"lena dunham, joana avillez",eng,,3.33,88251,nonfiction,1245.92,747.552,5.99,434,random house llc,5616,,,,
